Number,Arrival time,X1,X2,X3,,,,,,Number,Arrival time,X1,X2,X3,,,,,
835,13:40,22,8,30,,,,,,819,13:40,7,15,22,,,,,
836,13:40,19,7,26,,,,,,820,13:40,7,17,24,,,,,
837,13:40,22,9,31,,,,,,821,13:40,6,14,20,,,,,
838,13:40,27,11,38,,,,,,822,13:40,7,17,24,,,,,
839,13:41,25,10,36,,,,,,823,13:41,9,14,22,,,,,
840,13:42,23,9,32,,,,,,824,13:42,7,17,24,,,,,
841,13:42,24,10,34,,,,,,825,13:42,10,18,28,,,,,
842,13:42,20,7,27,,,,,,826,13:42,9,14,23,,,,,
843,13:42,25,10,35,,,,,,827,13:42,8,17,25,,,,,
844,13:43,21,8,29,,,,,,828,13:43,7,12,19,,,,,
845,13:43,22,8,30,,,,,,829,13:43,7,17,24,,,,,
846,13:43,25,10,35,,,,,,830,13:43,9,13,21,,,,,
847,13:43,26,10,36,,,,,,831,13:43,10,15,24,,,,,
848,13:44,25,10,35,,,,,,832,13:44,6,17,23,,,,,
849,13:44,27,11,38,,,,,,833,13:44,6,13,20,,,,,
850,13:44,24,10,34,,,,,,834,13:44,7,13,20,,,,,
851,13:44,25,10,35,,,,,,835,13:44,8,14,22,,,,,
852,13:45,20,8,28,,,,,,836,13:45,10,14,24,,,,,
853,13:46,23,9,32,,,,,,837,13:46,8,17,24,,,,,
854,13:46,24,9,33,,,,,,838,13:46,8,18,26,,,,,
855,13:47,25,10,35,,,,,,839,13:47,7,17,24,,,,,
856,13:47,20,8,28,,,,,,840,13:47,7,16,23,,,,,
857,13:47,21,8,29,,,,,,841,13:47,6,15,21,,,,,
858,13:47,25,10,35,,,,,,842,13:47,10,17,27,,,,,
859,13:48,24,10,34,,,,,,843,13:48,8,18,26,,,,,
860,13:48,23,9,33,,,,,,844,13:48,6,17,24,,,,,
861,13:48,25,10,35,,,,,,845,13:48,10,16,26,,,,,
862,13:49,20,8,28,,,,,,846,13:49,6,12,19,,,,,
863,13:50,21,8,30,,,,,,847,13:50,10,16,25,,,,,
864,13:51,19,7,26,,,,,,848,13:51,6,12,19,,,,,
865,13:51,27,11,38,,,,,,849,13:51,7,12,19,,,,,
866,13:51,24,9,33,,,,,,850,13:51,7,15,22,,,,,
867,13:52,27,11,38,,,,,,851,13:52,7,14,21,,,,,
868,13:53,26,10,36,,,,,,852,13:53,9,17,27,,,,,
869,13:53,25,10,35,,,,,,853,13:53,7,12,20,,,,,
870,13:54,21,8,29,,,,,,854,13:54,10,18,27,,,,,
871,13:55,21,8,30,,,,,,855,13:55,7,15,22,,,,,
872,13:55,24,10,34,,,,,,856,13:55,7,16,23,,,,,
873,13:55,19,7,27,,,,,,857,13:55,9,13,22,,,,,
874,13:56,23,9,32,,,,,,858,13:56,6,17,23,,,,,
875,13:56,20,8,28,,,,,,859,13:56,9,15,24,,,,,
876,13:56,27,11,37,,,,,,860,13:56,9,15,24,,,,,
877,13:57,24,9,33,,,,,,861,13:57,10,17,27,,,,,
878,13:57,27,11,38,,,,,,862,13:57,10,18,28,,,,,
879,13:58,25,10,35,,,,,,863,13:58,7,18,25,,,,,
880,13:58,20,8,28,,,,,,864,13:58,8,17,25,,,,,
881,13:58,23,9,32,,,,,,865,13:58,7,18,24,,,,,
882,13:58,23,9,31,,,,,,866,13:58,8,16,24,,,,,
883,13:59,21,8,30,,,,,,867,13:59,6,16,22,,,,,
884,13:59,23,9,32,,,,,,868,13:59,6,12,18,,,,,
885,13:59,22,9,31,,,,,,869,13:59,8,18,26,,,,,
886,14:00,19,7,27,,,,,,870,14:00,7,16,23,,,,,
887,14:00,26,11,37,,,,,,871,14:00,7,12,19,,,,,
888,14:00,25,10,34,,,,,,872,14:00,7,14,21,,,,,
889,14:00,21,8,29,,,,,,873,14:00,7,15,22,,,,,
890,14:00,21,8,30,,,,,,874,14:00,9,14,23,,,,,
891,14:00,22,9,31,,,,,,875,14:00,6,18,24,,,,,
892,14:01,21,8,29,,,,,,876,14:01,9,15,24,,,,,
893,14:01,20,8,28,,,,,,877,14:01,8,12,20,,,,,
894,14:01,21,8,29,,,,,,878,14:01,7,12,20,,,,,
895,14:01,23,9,32,,,,,,879,14:01,7,15,23,,,,,
896,14:01,19,7,26,,,,,,880,14:01,7,15,21,,,,,
897,14:01,24,10,34,,,,,,881,14:01,10,18,28,,,,,
898,14:02,25,10,34,,,,,,882,14:02,6,14,20,,,,,
899,14:02,21,8,28,,,,,,883,14:02,9,15,24,,,,,
900,14:02,22,9,31,,,,,,884,14:02,9,13,22,,,,,
901,14:03,21,8,29,,,,,,885,14:03,9,17,26,,,,,
902,14:03,22,9,31,,,,,,886,14:03,9,12,21,,,,,
903,14:03,23,9,32,,,,,,887,14:03,9,16,25,,,,,
904,14:03,19,7,26,,,,,,888,14:03,7,18,24,,,,,
905,14:04,21,8,28,,,,,,889,14:04,10,14,24,,,,,
906,14:04,21,8,29,,,,,,890,14:04,9,14,23,,,,,
907,14:04,23,9,31,,,,,,891,14:04,7,12,19,,,,,
908,14:04,21,8,29,,,,,,892,14:04,7,18,25,,,,,
909,14:05,20,8,28,,,,,,893,14:05,8,15,23,,,,,
910,14:05,23,9,32,,,,,,894,14:05,10,17,27,,,,,
911,14:05,21,8,28,,,,,,895,14:05,10,13,23,,,,,
912,14:06,20,7,27,,,,,,896,14:06,9,15,24,,,,,
913,14:06,20,8,28,,,,,,897,14:06,9,18,27,,,,,
914,14:07,26,11,37,,,,,,898,14:07,6,17,23,,,,,
915,14:07,21,8,29,,,,,,899,14:07,9,17,25,,,,,
916,14:09,20,8,28,,,,,,900,14:09,7,12,19,,,,,
917,14:09,25,10,35,,,,,,901,14:09,9,16,25,,,,,
918,14:09,19,7,27,,,,,,902,14:09,9,14,23,,,,,
919,14:10,20,7,27,,,,,,903,14:10,9,13,22,,,,,
920,14:10,22,8,30,,,,,,904,14:10,8,15,23,,,,,
921,14:11,25,10,35,,,,,,905,14:11,6,15,21,,,,,
922,14:11,21,8,29,,,,,,906,14:11,8,14,22,,,,,
923,14:11,26,10,36,,,,,,907,14:11,7,12,19,,,,,
924,14:12,25,10,35,,,,,,908,14:12,6,14,20,,,,,
925,14:12,20,8,28,,,,,,909,14:12,7,16,22,,,,,
926,14:13,26,10,36,,,,,,910,14:13,7,14,20,,,,,
927,14:13,24,9,33,,,,,,911,14:13,7,16,24,,,,,
928,14:14,27,11,38,,,,,,912,14:14,9,13,22,,,,,
929,14:15,27,11,38,,,,,,913,14:15,7,17,24,,,,,
930,14:17,20,8,28,,,,,,914,14:17,8,16,23,,,,,
931,14:17,23,9,32,,,,,,915,14:17,10,13,23,,,,,
932,14:17,23,9,32,,,,,,916,14:17,7,14,21,,,,,
933,14:18,26,10,36,,,,,,917,14:18,8,13,21,,,,,
934,14:18,21,8,29,,,,,,918,14:18,9,15,24,,,,,
935,14:19,20,7,27,,,,,,919,14:19,9,16,25,,,,,
936,14:19,26,10,36,,,,,,920,14:19,8,18,25,,,,,
937,14:19,20,8,28,,,,,,921,14:19,7,17,24,,,,,
938,14:19,22,9,31,,,,,,922,14:19,8,15,23,,,,,
939,14:20,19,7,27,,,,,,923,14:20,6,18,24,,,,,
940,14:20,23,9,33,,,,,,924,14:20,7,13,19,,,,,
941,14:20,22,9,31,,,,,,925,14:20,10,16,26,,,,,
942,14:21,21,8,28,,,,,,926,14:21,8,17,25,,,,,
943,14:21,26,10,36,,,,,,927,14:21,7,13,20,,,,,
944,14:21,20,7,27,,,,,,928,14:21,9,16,25,,,,,
945,14:21,26,10,36,,,,,,929,14:21,9,17,26,,,,,
946,14:22,24,10,34,,,,,,930,14:22,8,13,21,,,,,
947,14:23,20,8,28,,,,,,931,14:23,7,13,20,,,,,
948,14:23,26,11,37,,,,,,932,14:23,7,18,25,,,,,
949,14:24,25,10,35,,,,,,933,14:24,10,17,27,,,,,
950,14:24,25,10,36,,,,,,934,14:24,6,17,23,,,,,
951,14:24,21,8,28,,,,,,935,14:24,8,13,21,,,,,
952,14:24,26,10,36,,,,,,936,14:24,10,14,24,,,,,
953,14:25,24,9,33,,,,,,937,14:25,7,13,20,,,,,
954,14:25,19,7,26,,,,,,938,14:25,8,15,24,,,,,
955,14:25,24,10,34,,,,,,939,14:25,9,15,25,,,,,
956,14:26,26,10,36,,,,,,940,14:26,8,14,22,,,,,
957,14:26,21,8,29,,,,,,941,14:26,10,13,23,,,,,
958,14:26,23,9,32,,,,,,942,14:26,7,16,23,,,,,
959,14:27,25,10,35,,,,,,943,14:27,8,16,24,,,,,
960,14:28,21,8,29,,,,,,944,14:28,10,15,24,,,,,
961,14:28,20,8,28,,,,,,945,14:28,9,15,24,,,,,
962,14:28,23,9,32,,,,,,946,14:28,9,13,22,,,,,
963,14:29,21,8,29,,,,,,947,14:29,7,17,24,,,,,
964,14:29,21,8,29,,,,,,948,14:29,9,14,24,,,,,
965,14:30,23,9,31,,,,,,949,14:30,10,16,25,,,,,
966,14:30,21,8,29,,,,,,950,14:30,7,15,22,,,,,
967,14:30,19,7,27,,,,,,951,14:30,9,16,25,,,,,
968,14:32,22,8,30,,,,,,952,14:32,7,17,24,,,,,
969,14:32,25,10,35,,,,,,953,14:32,8,14,22,,,,,
970,14:33,26,11,37,,,,,,954,14:33,6,17,24,,,,,
971,14:33,21,8,28,,,,,,955,14:33,6,15,21,,,,,
972,14:33,21,8,30,,,,,,956,14:33,7,14,21,,,,,
973,14:33,19,7,27,,,,,,957,14:33,7,18,24,,,,,
974,14:33,23,9,33,,,,,,958,14:33,9,16,26,,,,,
975,14:34,25,10,34,,,,,,959,14:34,7,16,23,,,,,
976,14:34,22,8,30,,,,,,960,14:34,8,12,20,,,,,
977,14:35,20,8,28,,,,,,961,14:35,7,15,23,,,,,
978,14:35,21,8,29,,,,,,962,14:35,10,16,26,,,,,
979,14:36,21,8,30,,,,,,963,14:36,8,18,26,,,,,
980,14:37,21,8,28,,,,,,964,14:37,9,16,26,,,,,
981,14:37,20,7,27,,,,,,965,14:37,6,18,24,,,,,
982,14:37,26,11,37,,,,,,966,14:37,8,17,26,,,,,
983,14:38,23,9,32,,,,,,967,14:38,7,16,23,,,,,
984,14:38,25,10,36,,,,,,968,14:38,9,13,23,,,,,
985,14:40,22,9,31,,,,,,969,14:40,7,15,21,,,,,
986,14:41,21,8,28,,,,,,970,14:41,9,18,26,,,,,
987,14:41,24,9,33,,,,,,971,14:41,6,15,22,,,,,
988,14:41,26,10,36,,,,,,972,14:41,8,15,23,,,,,
989,14:41,21,8,29,,,,,,973,14:41,6,14,21,,,,,
990,14:42,23,9,32,,,,,,974,14:42,6,18,24,,,,,
991,14:43,25,10,36,,,,,,975,14:43,10,18,27,,,,,
992,14:44,27,11,38,,,,,,976,14:44,7,15,22,,,,,
993,14:45,20,7,27,,,,,,977,14:45,9,12,21,,,,,
994,14:45,23,9,32,,,,,,978,14:45,9,13,22,,,,,
995,14:45,25,10,35,,,,,,979,14:45,10,13,22,,,,,
996,14:46,19,7,27,,,,,,980,14:46,8,14,23,,,,,
997,14:47,20,7,27,,,,,,981,14:47,8,18,26,,,,,
998,14:48,21,8,30,,,,,,982,14:48,8,15,23,,,,,
999,14:48,25,10,35,,,,,,983,14:48,6,15,21,,,,,
1000,14:48,23,9,32,,,,,,984,14:48,9,14,23,,,,,
1001,14:49,21,8,29,,,,,,985,14:49,8,14,22,,,,,
1002,14:49,26,10,36,,,,,,986,14:49,8,13,21,,,,,
1003,14:50,19,7,26,,,,,,987,14:50,7,16,23,,,,,
1004,14:50,22,8,30,,,,,,988,14:50,7,13,20,,,,,
1005,14:51,25,10,35,,,,,,989,14:51,8,14,22,,,,,
1007,14:51,20,8,28,,,,,,990,14:51,6,14,21,,,,,
1008,14:52,27,11,38,,,,,,991,14:52,7,13,20,,,,,
1009,14:53,21,8,29,,,,,,992,14:53,6,14,20,,,,,
1010,14:53,23,9,32,,,,,,993,14:53,8,17,26,,,,,
1011,14:54,26,11,37,,,,,,994,14:54,7,17,24,,,,,
1012,14:54,22,9,31,,,,,,995,14:54,8,18,25,,,,,
1013,14:54,22,8,30,,,,,,996,14:57,8,12,21,,,,,
1014,14:54,24,10,34,,,,,,997,14:59,8,18,26,,,,,
1015,14:54,24,9,33,,,,,,998,14:59,9,12,21,,,,,
1016,14:55,23,9,32,,,,,,999,14:59,9,13,22,,,,,
,,26,11,37,,,,,,1000,,9,16,25,,,,,
